Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Median Income,Zipcode
ZCTA5 94941,32013,,,9757,1213,2202,72440,94941
ZCTA5 94945,19035,,,6164,569,834,44474,94945
ZCTA5 94946,694,,,221,3,41,51771,94946
ZCTA5 94947,26573,,,9689,637,721,49274,94947
ZCTA5 94949,17452,,,6307,695,832,43996,94949
ZCTA5 94951,4571,,,1704,10,163,43958,94951
ZCTA5 94952,36184,,,12808,561,2205,37893,94952
ZCTA5 94954,38414,,,14250,442,1493,39464,94954
ZCTA5 94956,1224,,,339,14,136,41250,94956
ZCTA5 94957,1400,,,326,19,80,91750,94957
ZCTA5 94960,15725,,,5437,347,1006,63308,94960
ZCTA5 94963,498,,,221,0,8,62321,94963
ZCTA5 94964,3418,,,119,0,14,32202,94964
ZCTA5 94965,11408,,,3488,588,899,61373,94965
ZCTA5 94970,689,,,248,0,46,54826,94970
ZCTA5 94971,288,,,115,20,105,52647,94971
ZCTA5 94973,1342,,,613,5,63,46399,94973
ZCTA5 95002,2146,,,553,8,9,38386,95002
ZCTA5 95003,24837,,,8562,38,1544,44558,95003
ZCTA5 95004,3956,,,1562,41,180,39187,95004
ZCTA5 95005,7710,,,3049,119,457,40427,95005
ZCTA5 95006,9238,,,3541,224,549,41083,95006
ZCTA5 95007,681,,,244,0,22,13091,95007
ZCTA5 95008,46513,,,20915,553,1491,51456,95008
ZCTA5 95010,9030,,,3419,68,574,41574,95010
ZCTA5 95012,10792,,,3129,0,92,21463,95012
ZCTA5 95014,62430,,,20980,574,1598,83306,95014
ZCTA5 95017,603,,,201,2,30,35417,95017
ZCTA5 95018,7060,,,2783,79,427,42219,95018
ZCTA5 95019,7703,,,2494,0,142,19892,95019
ZCTA5 95020,63852,,,23374,262,1697,35711,95020
ZCTA5 95023,52646,,,19857,38,737,32364,95023
ZCTA5 95030,13288,,,4823,7,557,80739,95030
ZCTA5 95032,26281,,,9983,79,1100,59067,95032
ZCTA5 95033,9597,,,3522,49,675,69804,95033
ZCTA5 95035,77562,,,26952,509,1184,43060,95035
ZCTA5 95037,51652,,,19167,588,1609,46166,95037
ZCTA5 95039,1195,,,232,0,29,22765,95039
ZCTA5 95041,353,,,28,19,0,26111,95041
ZCTA5 95043,732,,,242,0,70,36250,95043
ZCTA5 95045,4181,,,1125,0,157,30170,95045
ZCTA5 95046,6025,,,2353,27,140,41599,95046
ZCTA5 95050,39452,,,15547,414,949,41367,95050
ZCTA5 95051,58123,,,22418,842,1349,52510,95051
ZCTA5 95053,3678,,,137,0,141,2625,95053
ZCTA5 95054,24264,,,9095,261,1014,55787,95054
ZCTA5 95060,47367,,,14352,1538,1664,35496,95060
ZCTA5 95062,38028,,,14210,499,1392,32765,95062
ZCTA5 95064,10299,,,592,439,105,4274,95064
ZCTA5 95065,8355,,,2826,34,373,44515,95065
ZCTA5 95066,15217,,,5745,84,672,45821,95066
ZCTA5 95070,31308,,,10553,104,1456,75628,95070
ZCTA5 95073,10949,,,4281,150,401,35072,95073
ZCTA5 95075,484,,,179,0,18,33625,95075
ZCTA5 95076,86703,,,27411,434,1651,24826,95076
ZCTA5 95110,20203,,,7593,649,261,35203,95110
ZCTA5 95111,62392,,,22352,935,965,26550,95111
ZCTA5 95112,61060,,,21458,1474,1371,27654,95112
ZCTA5 95113,1939,,,749,96,70,96964,95113
ZCTA5 95116,56481,,,18877,1389,611,25744,95116
ZCTA5 95117,29592,,,13131,362,837,35722,95117
ZCTA5 95118,32560,,,12928,265,805,49014,95118
ZCTA5 95119,10472,,,3723,193,267,45816,95119
ZCTA5 95120,37774,,,13453,308,1495,73430,95120
ZCTA5 95121,38102,,,15021,363,574,32136,95121
ZCTA5 95122,57780,,,19213,1093,872,24305,95122
ZCTA5 95123,67186,,,26484,633,1611,45406,95123
ZCTA5 95124,51170,,,21020,325,1165,56024,95124
ZCTA5 95125,53574,,,20159,606,2061,53198,95125
ZCTA5 95126,35988,,,14696,931,1075,42359,95126
ZCTA5 95127,65686,,,25366,899,867,31025,95127
ZCTA5 95128,37665,,,15274,397,945,38960,95128
ZCTA5 95129,39828,,,15330,409,830,63020,95129
ZCTA5 95130,14863,,,5744,113,385,48762,95130
ZCTA5 95131,31170,,,13334,248,337,45234,95131
ZCTA5 95132,41844,,,16388,460,532,37349,95132
ZCTA5 95133,28726,,,10482,323,343,27561,95133
ZCTA5 95134,27224,,,10965,765,611,80040,95134
ZCTA5 95135,22358,,,7233,93,504,57952,95135
ZCTA5 95136,47599,,,18875,407,1283,42428,95136
ZCTA5 95138,20766,,,8177,102,488,63173,95138
ZCTA5 95139,7293,,,2561,53,163,54797,95139
ZCTA5 95140,115,,,43,0,29,37167,95140
ZCTA5 95148,48854,,,18901,437,759,39995,95148
ZCTA5 95202,6001,,,855,112,33,13065,95202
ZCTA5 95203,15775,,,4513,109,324,25297,95203
ZCTA5 95204,28425,,,9429,179,419,28983,95204
ZCTA5 95205,38544,,,10280,101,199,19651,95205
ZCTA5 95206,64034,,,18535,136,563,22471,95206
ZCTA5 95207,51879,,,15228,355,925,24797,95207
ZCTA5 95209,44313,,,14195,160,542,35126,95209
ZCTA5 95210,41117,,,11313,201,330,21400,95210
ZCTA5 95211,1629,,,52,0,11,5574,95211
ZCTA5 95212,28049,,,9492,39,471,30483,95212
ZCTA5 95215,24371,,,6498,0,268,22271,95215
ZCTA5 95219,29668,,,11811,81,332,42593,95219
ZCTA5 95220,7538,,,2490,56,230,31385,95220
ZCTA5 95222,5090,,,1334,114,223,30825,95222
ZCTA5 95223,2860,,,582,21,181,30991,95223
ZCTA5 95224,166,,,34,0,18,19183,95224
ZCTA5 95225,470,,,166,0,20,44196,95225
ZCTA5 95227,842,,,283,0,20,43864,95227
ZCTA5 95228,4501,,,1324,0,289,38085,95228
ZCTA5 95230,597,,,154,0,57,33185,95230
ZCTA5 95231,5092,,,1004,0,37,20247,95231
ZCTA5 95232,164,,,45,0,41,27961,95232
ZCTA5 95233,567,,,158,0,31,26786,95233
ZCTA5 95234,113,,,0,0,0,26000,95234
ZCTA5 95236,4223,,,1649,0,151,32332,95236
ZCTA5 95237,3531,,,1134,0,77,25995,95237
ZCTA5 95240,48838,,,14759,125,817,24838,95240
ZCTA5 95242,26235,,,9949,68,585,35224,95242
ZCTA5 95245,1851,,,396,0,127,30781,95245
ZCTA5 95246,1032,,,160,0,0,26826,95246
ZCTA5 95247,4270,,,1069,0,67,27270,95247
ZCTA5 95248,189,,,11,0,10,15903,95248
ZCTA5 95249,4854,,,794,21,27,19230,95249
ZCTA5 95251,582,,,243,0,53,30221,95251
ZCTA5 95252,15703,,,5617,33,391,28363,95252
ZCTA5 95254,1151,,,421,0,89,65295,95254
ZCTA5 95255,1358,,,239,0,49,17126,95255
ZCTA5 95257,433,,,48,0,12,31250,95257
ZCTA5 95258,3881,,,1496,9,108,38750,95258
ZCTA5 95301,38707,,,11926,91,507,26825,95301
ZCTA5 95303,871,,,326,0,36,27667,95303
ZCTA5 95304,14539,,,4053,0,312,34271,95304
ZCTA5 95306,882,,,228,0,45,31708,95306
ZCTA5 95307,44736,,,13991,166,383,24004,95307
ZCTA5 95310,1995,,,475,14,0,21539,95310
ZCTA5 95311,1649,,,267,0,26,20129,95311
ZCTA5 95312,304,,,74,0,12,27917,95312
ZCTA5 95313,1225,,,438,0,21,31667,95313
ZCTA5 95315,14019,,,4352,44,132,22189,95315
ZCTA5 95316,6616,,,2328,0,120,30316,95316
ZCTA5 95317,906,,,336,0,14,28405,95317
ZCTA5 95318,268,,,130,0,9,44853,95318
ZCTA5 95319,1529,,,468,15,43,14903,95319
ZCTA5 95320,13094,,,4778,0,328,33346,95320
ZCTA5 95321,3337,,,957,0,130,26000,95321
ZCTA5 95322,10546,,,2998,0,44,25478,95322
ZCTA5 95323,1222,,,413,0,64,30446,95323
ZCTA5 95324,8016,,,3067,0,150,30475,95324
ZCTA5 95325,77,,,18,0,13,51827,95325
ZCTA5 95326,9888,,,3319,34,251,34620,95326
ZCTA5 95327,7711,,,1550,0,39,21772,95327
ZCTA5 95328,4518,,,1504,0,79,22535,95328
ZCTA5 95329,2685,,,769,0,37,28988,95329
ZCTA5 95330,21552,,,6741,16,355,28990,95330
ZCTA5 95333,2479,,,760,9,26,21032,95333
ZCTA5 95334,16787,,,5454,0,267,22263,95334
ZCTA5 95335,201,,,51,0,0,15878,95335
ZCTA5 95336,47612,,,15247,31,874,28466,95336
ZCTA5 95337,37706,,,12784,90,876,35985,95337
ZCTA5 95338,10898,,,2731,37,510,28442,95338
ZCTA5 95340,36373,,,10260,155,493,27216,95340
ZCTA5 95341,32446,,,8013,85,306,20223,95341
ZCTA5 95345,749,,,135,0,41,21488,95345
ZCTA5 95346,1661,,,528,0,34,37054,95346
ZCTA5 95348,34241,,,9862,520,351,22366,95348
ZCTA5 95350,53098,,,16652,329,1248,26350,95350
ZCTA5 95351,50079,,,13187,71,501,18746,95351
ZCTA5 95354,24743,,,7693,101,457,24760,95354
ZCTA5 95355,59028,,,20852,144,1296,32267,95355
ZCTA5 95356,32842,,,12241,143,691,32159,95356
ZCTA5 95357,11322,,,3978,21,380,30949,95357
ZCTA5 95358,33345,,,10299,39,734,24195,95358
ZCTA5 95360,13029,,,4032,0,181,27325,95360
ZCTA5 95361,34558,,,10961,60,1090,29854,95361
ZCTA5 95363,26900,,,9164,37,530,26934,95363
ZCTA5 95365,4710,,,1132,0,17,18495,95365
ZCTA5 95366,17654,,,6284,0,333,39154,95366
ZCTA5 95367,25162,,,9384,71,399,28278,95367
ZCTA5 95368,14520,,,4601,35,346,29332,95368
ZCTA5 95369,990,,,277,0,64,27554,95369
ZCTA5 95370,27951,,,8611,75,666,27661,95370
ZCTA5 95372,2164,,,970,0,52,38291,95372
ZCTA5 95374,1758,,,458,0,55,27076,95374
ZCTA5 95376,53542,,,18491,101,680,33871,95376
ZCTA5 95377,32501,,,12144,21,625,43436,95377
ZCTA5 95379,3586,,,1097,20,46,31358,95379
ZCTA5 95380,42672,,,13458,133,614,24658,95380
ZCTA5 95382,38343,,,14150,117,715,31510,95382
ZCTA5 95383,3828,,,1621,0,53,33315,95383
ZCTA5 95385,440,,,151,0,42,29875,95385
ZCTA5 95386,10587,,,2974,0,229,27152,95386
ZCTA5 95387,710,,,131,0,20,20938,95387
ZCTA5 95388,14242,,,3955,0,105,21377,95388
ZCTA5 95389,1392,,,281,98,13,37106,95389
ZCTA5 95391,16562,,,4713,0,596,69158,95391
ZCTA5 95401,38986,,,15820,249,811,31120,95401
ZCTA5 95403,45355,,,17524,351,1154,34001,95403
ZCTA5 95404,40474,,,14711,476,1487,39317,95404
ZCTA5 95405,21448,,,8503,148,813,41025,95405
ZCTA5 95407,42483,,,15173,430,612,28059,95407
ZCTA5 95409,27312,,,9258,89,980,40198,95409
ZCTA5 95410,1159,,,474,9,102,29609,95410
ZCTA5 95412,402,,,144,0,18,30786,95412
ZCTA5 95415,1262,,,481,0,72,19615,95415
ZCTA5 95417,389,,,151,0,10,40768,95417
ZCTA5 95421,1681,,,466,6,51,26794,95421
ZCTA5 95422,15550,,,2936,99,701,17360,95422
ZCTA5 95423,3757,,,744,2,220,23922,95423
ZCTA5 95425,10586,,,3416,140,296,32134,95425
ZCTA5 95426,1404,,,351,0,230,32292,95426
ZCTA5 95427,222,,,40,0,41,13309,95427
ZCTA5 95428,2563,,,554,0,102,20489,95428
ZCTA5 95429,124,,,60,0,4,40694,95429
ZCTA5 95431,196,,,0,0,0,11625,95431
ZCTA5 95432,519,,,156,0,40,30750,95432
ZCTA5 95436,6352,,,2387,19,304,31409,95436
ZCTA5 95437,14632,,,4314,23,463,23916,95437
ZCTA5 95441,2053,,,797,0,92,35202,95441
ZCTA5 95442,3136,,,1331,14,229,38856,95442
ZCTA5 95444,715,,,258,0,29,35729,95444
ZCTA5 95445,2201,,,590,3,146,32101,95445
ZCTA5 95446,5100,,,1830,34,162,32406,95446
ZCTA5 95448,17482,,,5983,75,958,38789,95448
ZCTA5 95449,1656,,,345,0,81,22868,95449
ZCTA5 95450,298,,,104,0,25,39107,95450
ZCTA5 95451,11627,,,3241,1,655,27311,95451
ZCTA5 95452,970,,,332,0,66,38396,95452
ZCTA5 95453,11092,,,3023,7,149,22410,95453
ZCTA5 95454,2198,,,352,0,248,26270,95454
ZCTA5 95456,754,,,124,0,79,33684,95456
ZCTA5 95457,3330,,,983,36,84,25775,95457
ZCTA5 95458,3019,,,862,0,52,21208,95458
ZCTA5 95459,618,,,159,0,31,25855,95459
ZCTA5 95460,2277,,,893,0,203,36349,95460
ZCTA5 95461,2440,,,594,1,241,27313,95461
ZCTA5 95462,1265,,,358,11,95,24881,95462
ZCTA5 95463,152,,,58,0,43,41167,95463
ZCTA5 95464,2538,,,627,0,77,21083,95464
ZCTA5 95465,2104,,,601,0,209,37460,95465
ZCTA5 95466,993,,,324,0,44,29886,95466
ZCTA5 95467,6044,,,1798,0,462,33403,95467
ZCTA5 95468,1325,,,487,0,60,29464,95468
ZCTA5 95469,2015,,,662,0,61,32109,95469
ZCTA5 95470,5719,,,1989,0,148,35113,95470
ZCTA5 95471,470,,,178,0,10,23452,95471
ZCTA5 95472,30762,,,10448,167,1878,39629,95472
ZCTA5 95476,36792,,,12456,364,1506,36131,95476
ZCTA5 95482,31847,,,10387,44,584,25827,95482
ZCTA5 95485,2688,,,701,2,115,21612,95485
ZCTA5 95488,251,,,63,0,8,50147,95488
ZCTA5 95490,12914,,,3648,0,311,22946,95490
ZCTA5 95492,29920,,,11811,153,813,38128,95492
ZCTA5 95493,241,,,91,0,17,29330,95493
ZCTA5 95497,1161,,,219,0,39,48203,95497
ZCTA5 95501,23467,,,7316,304,595,25578,95501
ZCTA5 95503,25503,,,8531,94,694,26073,95503
ZCTA5 95519,19099,,,6683,2,357,27775,95519
ZCTA5 95521,21462,,,5836,470,672,22720,95521
ZCTA5 95524,1724,,,504,0,91,34397,95524
ZCTA5 95525,1433,,,459,16,61,28365,95525
ZCTA5 95526,210,,,32,0,28,22708,95526
ZCTA5 95527,570,,,147,0,19,18482,95527
ZCTA5 95528,1493,,,443,0,91,24228,95528
ZCTA5 95531,23470,,,5361,68,301,23628,95531
ZCTA5 95536,2898,,,839,0,142,26958,95536
ZCTA5 95540,14305,,,4388,75,177,22083,95540
ZCTA5 95542,2072,,,632,0,68,24432,95542
ZCTA5 95543,664,,,123,0,0,14760,95543
ZCTA5 95546,3768,,,974,0,18,17436,95546
ZCTA5 95547,978,,,419,0,30,26761,95547
ZCTA5 95548,1224,,,190,0,26,20592,95548
ZCTA5 95549,1050,,,454,0,32,31897,95549
ZCTA5 95550,71,,,27,0,4,9417,95550
ZCTA5 95551,1374,,,450,0,40,26359,95551
ZCTA5 95552,659,,,99,0,0,22500,95552
ZCTA5 95553,913,,,316,0,88,23326,95553
ZCTA5 95554,287,,,58,0,18,29773,95554
ZCTA5 95555,337,,,64,0,21,21776,95555
ZCTA5 95556,627,,,140,0,76,21173,95556
ZCTA5 95558,423,,,95,0,83,26818,95558
ZCTA5 95560,1466,,,366,0,165,29193,95560
ZCTA5 95562,3422,,,987,0,63,24842,95562
ZCTA5 95563,604,,,92,0,101,26447,95563
ZCTA5 95564,432,,,131,20,15,26250,95564
ZCTA5 95565,772,,,247,0,4,22500,95565
ZCTA5 95567,2066,,,578,0,100,26644,95567
ZCTA5 95568,253,,,106,2,8,19900,95568
ZCTA5 95569,295,,,43,0,25,27596,95569
ZCTA5 95570,2274,,,653,14,118,33438,95570
ZCTA5 95571,271,,,53,0,0,20050,95571
ZCTA5 95573,1554,,,413,25,147,26495,95573
ZCTA5 95585,483,,,125,0,18,18456,95585
ZCTA5 95589,982,,,323,45,39,40230,95589
ZCTA5 95595,182,,,50,0,29,29500,95595
ZCTA5 95601,144,,,33,0,10,40250,95601
ZCTA5 95602,18063,,,5859,89,697,33979,95602
ZCTA5 95603,29244,,,10134,25,823,34449,95603
ZCTA5 95604,87,,,29,0,0,51979,95604
ZCTA5 95605,14960,,,4057,40,364,22928,95605
ZCTA5 95606,240,,,65,0,0,17097,95606
ZCTA5 95607,327,,,111,0,0,49023,95607
ZCTA5 95608,61860,,,21518,309,1708,35072,95608
ZCTA5 95610,45995,,,17968,150,996,31228,95610
ZCTA5 95612,1078,,,501,0,59,40969,95612
ZCTA5 95614,3961,,,1251,0,155,42000,95614
ZCTA5 95615,999,,,270,0,24,23380,95615
ZCTA5 95616,52088,,,10812,1692,1464,30390,95616
ZCTA5 95618,26743,,,7537,719,1040,53974,95618
ZCTA5 95619,5674,,,1342,77,371,30409,95619
ZCTA5 95620,21854,,,8171,0,574,31050,95620
ZCTA5 95621,41757,,,15659,246,1241,31695,95621
ZCTA5 95623,3730,,,1315,75,70,40616,95623
ZCTA5 95624,65742,,,22954,365,1775,36988,95624
ZCTA5 95625,67,,,17,0,0,58409,95625
ZCTA5 95626,6335,,,2439,0,117,30650,95626
ZCTA5 95627,4263,,,1480,10,74,32241,95627
ZCTA5 95628,41121,,,15218,125,1729,43158,95628
ZCTA5 95630,76973,,,26876,63,3257,57859,95630
ZCTA5 95631,6800,,,2261,0,230,41512,95631
ZCTA5 95632,31431,,,10985,77,806,30389,95632
ZCTA5 95633,3857,,,1251,0,186,37117,95633
ZCTA5 95634,3445,,,1019,1,115,28036,95634
ZCTA5 95635,807,,,334,3,92,32411,95635
ZCTA5 95636,1087,,,81,0,0,24882,95636
ZCTA5 95637,227,,,78,0,0,15481,95637
ZCTA5 95638,2121,,,667,6,57,35233,95638
ZCTA5 95639,321,,,91,0,0,30705,95639
ZCTA5 95640,10977,,,2307,1,130,31067,95640
ZCTA5 95641,1548,,,458,0,13,24719,95641
ZCTA5 95642,6826,,,2208,0,227,27898,95642
ZCTA5 95645,1652,,,484,0,21,20216,95645
ZCTA5 95648,52394,,,16830,123,1848,36998,95648
ZCTA5 95650,14059,,,4995,10,613,41298,95650
ZCTA5 95652,667,,,126,13,20,30078,95652
ZCTA5 95653,563,,,171,7,11,26283,95653
ZCTA5 95655,4178,,,1645,24,111,41184,95655
ZCTA5 95658,6853,,,2328,2,295,39030,95658
ZCTA5 95659,861,,,320,0,29,27500,95659
ZCTA5 95660,36472,,,11505,116,725,22125,95660
ZCTA5 95661,31327,,,11284,66,1322,41832,95661
ZCTA5 95662,32006,,,12293,140,1238,36972,95662
ZCTA5 95663,2602,,,817,41,117,33333,95663
ZCTA5 95664,1589,,,520,0,30,31234,95664
ZCTA5 95665,4664,,,1509,1,57,32601,95665
ZCTA5 95666,5113,,,1317,0,150,30017,95666
ZCTA5 95667,36620,,,11924,186,1283,31005,95667
ZCTA5 95668,743,,,221,0,35,31726,95668
ZCTA5 95669,2348,,,706,5,116,32500,95669
ZCTA5 95670,54648,,,19908,362,1086,32490,95670
ZCTA5 95672,5220,,,1882,64,292,42387,95672
ZCTA5 95673,15753,,,5178,73,447,25979,95673
ZCTA5 95674,913,,,309,13,40,40179,95674
ZCTA5 95675,607,,,76,0,0,23576,95675
ZCTA5 95677,25279,,,9682,188,813,40219,95677
ZCTA5 95678,43132,,,16971,262,1906,39428,95678
ZCTA5 95679,71,,,15,0,16,67386,95679
ZCTA5 95681,1148,,,324,0,57,23088,95681
ZCTA5 95682,30141,,,10307,161,962,36718,95682
ZCTA5 95683,6279,,,2166,12,306,48951,95683
ZCTA5 95684,3384,,,992,0,65,25608,95684
ZCTA5 95685,4711,,,1567,6,156,29671,95685
ZCTA5 95686,1209,,,327,0,42,19097,95686
ZCTA5 95687,68069,,,24141,349,1347,37192,95687
ZCTA5 95688,37227,,,14125,79,920,40880,95688
ZCTA5 95689,1698,,,316,0,108,26088,95689
ZCTA5 95690,2122,,,623,0,79,26643,95690
ZCTA5 95691,37906,,,13344,294,817,36341,95691
ZCTA5 95692,5152,,,1851,0,134,38477,95692
ZCTA5 95693,6759,,,2215,0,275,41865,95693
ZCTA5 95694,10386,,,3612,125,426,34093,95694
ZCTA5 95695,40857,,,14499,338,597,29684,95695
ZCTA5 95697,420,,,156,0,0,27898,95697
ZCTA5 95698,179,,,17,0,0,42153,95698
ZCTA5 95701,806,,,234,5,54,32500,95701
ZCTA5 95703,938,,,357,8,15,35882,95703
ZCTA5 95709,5315,,,1829,1,144,33177,95709
ZCTA5 95713,9764,,,3667,2,313,27791,95713
ZCTA5 95714,440,,,161,0,35,27115,95714
ZCTA5 95717,106,,,42,0,0,41875,95717
ZCTA5 95720,83,,,29,0,1,41250,95720
ZCTA5 95722,4822,,,1580,5,320,39298,95722
ZCTA5 95726,8170,,,2810,9,152,28991,95726
ZCTA5 95728,229,,,58,0,24,70547,95728
ZCTA5 95735,10,,,2,0,0,116250,95735
ZCTA5 95736,198,,,56,0,0,15972,95736
ZCTA5 95742,11921,,,4760,11,341,59770,95742
ZCTA5 95746,23492,,,7810,20,1447,51730,95746
ZCTA5 95747,65335,,,22417,335,2613,45729,95747
ZCTA5 95757,49683,,,15942,462,1595,41953,95757
ZCTA5 95758,63894,,,23014,606,1912,36389,95758
ZCTA5 95762,42494,,,14259,241,2467,57394,95762
ZCTA5 95765,37878,,,15072,142,1716,49014,95765
ZCTA5 95776,23375,,,8208,234,419,34052,95776
ZCTA5 95811,6050,,,2225,111,161,32029,95811
ZCTA5 95814,11340,,,3072,134,182,24531,95814
ZCTA5 95815,25224,,,6573,258,516,20391,95815
ZCTA5 95816,17217,,,7938,382,674,51790,95816
ZCTA5 95817,13461,,,4686,203,235,29484,95817
ZCTA5 95818,21732,,,7394,337,675,51434,95818
ZCTA5 95819,19659,,,7108,309,704,63341,95819
ZCTA5 95820,35477,,,11364,192,651,24213,95820
ZCTA5 95821,35430,,,11537,476,745,27802,95821
ZCTA5 95822,45323,,,13855,575,657,27500,95822
ZCTA5 95823,79272,,,21263,364,1541,21377,95823
ZCTA5 95824,30296,,,7546,216,541,17088,95824
ZCTA5 95825,35825,,,12792,435,532,27975,95825
ZCTA5 95826,38256,,,14334,626,584,34076,95826
ZCTA5 95827,21185,,,7480,204,384,26535,95827
ZCTA5 95828,60270,,,17605,504,1016,22727,95828
ZCTA5 95829,28134,,,9607,230,858,36618,95829
ZCTA5 95830,902,,,210,10,30,28413,95830
ZCTA5 95831,42514,,,15803,549,999,44596,95831
ZCTA5 95832,11518,,,3146,115,209,20613,95832
ZCTA5 95833,41209,,,15280,472,1023,32798,95833
ZCTA5 95834,28229,,,10500,182,720,32123,95834
ZCTA5 95835,40101,,,16058,372,1400,47482,95835
ZCTA5 95837,305,,,106,0,9,54063,95837
ZCTA5 95838,39187,,,11702,322,726,21645,95838
ZCTA5 95841,20586,,,8383,104,421,27323,95841
ZCTA5 95842,32269,,,10791,132,870,25605,95842
ZCTA5 95843,46709,,,18829,44,1431,34359,95843
ZCTA5 95864,23733,,,8474,79,952,51733,95864
ZCTA5 95901,33442,,,10474,157,553,26274,95901
ZCTA5 95903,1630,,,807,0,5,23845,95903
ZCTA5 95910,65,,,7,0,0,12875,95910
ZCTA5 95912,5010,,,1782,0,78,29255,95912
ZCTA5 95914,815,,,110,0,11,24712,95914
ZCTA5 95916,1216,,,218,0,53,15794,95916
ZCTA5 95917,4030,,,1124,8,172,21747,95917
ZCTA5 95918,2643,,,816,0,118,47656,95918
ZCTA5 95919,1182,,,261,0,0,26131,95919
ZCTA5 95920,285,,,44,0,7,13977,95920
ZCTA5 95922,454,,,97,5,43,31705,95922
ZCTA5 95923,28,,,4,0,0,16250,95923
ZCTA5 95925,209,,,91,0,0,19286,95925
ZCTA5 95926,39012,,,12509,274,940,26397,95926
ZCTA5 95928,37558,,,13153,139,841,26100,95928
ZCTA5 95930,191,,,26,0,0,21174,95930
ZCTA5 95932,7742,,,2546,34,139,30771,95932
ZCTA5 95934,341,,,66,0,0,13222,95934
ZCTA5 95935,602,,,88,14,0,19770,95935
ZCTA5 95936,114,,,30,0,6,20625,95936
ZCTA5 95937,1442,,,356,0,21,26450,95937
ZCTA5 95938,4350,,,1539,21,94,33684,95938
ZCTA5 95939,673,,,84,0,7,20536,95939
ZCTA5 95941,497,,,56,0,0,15965,95941
ZCTA5 95942,629,,,248,0,35,34696,95942
ZCTA5 95943,908,,,286,0,23,33060,95943
ZCTA5 95944,29,,,29,0,0,33750,95944
ZCTA5 95945,25519,,,6937,92,842,26578,95945
ZCTA5 95946,9370,,,2732,0,353,31619,95946
ZCTA5 95947,2005,,,560,24,7,19688,95947
ZCTA5 95948,11173,,,3139,0,297,24235,95948
ZCTA5 95949,20519,,,6480,100,1110,31502,95949
ZCTA5 95950,394,,,92,0,0,26346,95950
ZCTA5 95951,2788,,,880,8,18,22402,95951
ZCTA5 95953,10942,,,3684,29,111,22789,95953
ZCTA5 95954,13495,,,3980,62,211,20512,95954
ZCTA5 95955,1435,,,461,0,29,28188,95955
ZCTA5 95956,290,,,94,0,13,60083,95956
ZCTA5 95957,888,,,311,0,22,35781,95957
ZCTA5 95959,17910,,,5161,122,1445,30089,95959
ZCTA5 95960,825,,,192,0,150,19313,95960
ZCTA5 95961,27728,,,8156,108,443,26497,95961
ZCTA5 95962,1278,,,364,0,147,46614,95962
ZCTA5 95963,15043,,,4756,29,375,24142,95963
ZCTA5 95965,20460,,,4162,142,427,18226,95965
ZCTA5 95966,29367,,,7374,47,621,20961,95966
ZCTA5 95968,1287,,,317,0,19,13658,95968
ZCTA5 95969,27967,,,7835,163,733,25717,95969
ZCTA5 95970,551,,,203,0,15,28125,95970
ZCTA5 95971,6254,,,2304,0,93,29871,95971
ZCTA5 95973,35445,,,13517,112,839,33216,95973
ZCTA5 95975,1584,,,455,0,67,28500,95975
ZCTA5 95977,1617,,,439,1,80,32656,95977
ZCTA5 95979,430,,,101,0,18,21719,95979
ZCTA5 95982,3229,,,1261,1,40,32348,95982
ZCTA5 95983,403,,,96,0,0,29167,95983
ZCTA5 95986,53,,,5,0,0,28542,95986
ZCTA5 95987,6119,,,2158,0,127,24413,95987
ZCTA5 95988,8381,,,2154,8,119,23300,95988
ZCTA5 95991,40684,,,11848,138,784,25325,95991
ZCTA5 95993,36962,,,11997,138,783,29002,95993
ZCTA5 96001,34571,,,12036,133,752,28698,96001
ZCTA5 96002,33901,,,11516,97,761,26991,96002
ZCTA5 96003,44475,,,14351,100,1147,27499,96003
ZCTA5 96006,380,,,83,0,55,37500,96006
ZCTA5 96007,23106,,,6906,41,429,23918,96007
ZCTA5 96008,1328,,,402,0,48,19757,96008
ZCTA5 96009,345,,,116,0,35,29769,96009
ZCTA5 96010,146,,,34,0,18,14531,96010
ZCTA5 96011,162,,,27,0,0,14808,96011
ZCTA5 96013,4810,,,1235,0,90,24449,96013
ZCTA5 96014,145,,,30,0,13,32917,96014
ZCTA5 96015,529,,,0,0,59,17981,96015
ZCTA5 96016,375,,,41,0,0,25517,96016
ZCTA5 96017,152,,,48,0,0,17353,96017
ZCTA5 96019,10111,,,3193,47,239,25731,96019
ZCTA5 96020,2242,,,694,1,55,24852,96020
ZCTA5 96021,16228,,,5104,20,134,23571,96021
ZCTA5 96022,16442,,,5877,33,247,25705,96022
ZCTA5 96023,1114,,,174,0,60,18919,96023
ZCTA5 96024,933,,,281,0,72,24209,96024
ZCTA5 96025,1957,,,589,11,26,21250,96025
ZCTA5 96027,2416,,,599,5,74,26894,96027
ZCTA5 96028,1359,,,468,0,19,29183,96028
ZCTA5 96029,195,,,47,0,15,18068,96029
ZCTA5 96031,136,,,11,0,0,15313,96031
ZCTA5 96032,2510,,,529,0,80,24328,96032
ZCTA5 96033,500,,,155,6,1,21583,96033
ZCTA5 96034,236,,,31,0,10,23125,96034
ZCTA5 96035,3731,,,1273,0,94,23053,96035
ZCTA5 96037,335,,,123,0,0,24605,96037
ZCTA5 96038,827,,,209,0,18,23419,96038
