Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Median Income,Zipcode
ZCTA5 55783,2394,,,814,0,50,31016,55783
ZCTA5 55784,117,,,39,0,4,28906,55784
ZCTA5 55785,204,,,52,0,2,19750,55785
ZCTA5 55786,358,,,141,0,2,28250,55786
ZCTA5 55787,559,,,225,0,15,28824,55787
ZCTA5 55790,2004,,,621,5,58,33827,55790
ZCTA5 55792,9807,,,3385,61,158,27699,55792
ZCTA5 55793,629,,,209,0,7,27679,55793
ZCTA5 55795,1686,,,516,0,47,26926,55795
ZCTA5 55797,1578,,,591,0,41,35625,55797
ZCTA5 55798,633,,,226,0,5,28500,55798
ZCTA5 55802,2384,,,579,10,42,20218,55802
ZCTA5 55803,18042,,,7865,149,534,38982,55803
ZCTA5 55804,14503,,,6170,126,313,37300,55804
ZCTA5 55805,9556,,,3885,500,195,21394,55805
ZCTA5 55806,8727,,,3422,251,171,25323,55806
ZCTA5 55807,9543,,,3883,196,167,28320,55807
ZCTA5 55808,6039,,,1863,232,171,26811,55808
ZCTA5 55810,8354,,,3596,46,173,33529,55810
ZCTA5 55811,27541,,,11307,125,384,33246,55811
ZCTA5 55812,11808,,,4111,242,292,27154,55812
ZCTA5 55901,54721,,,21558,1981,1177,40479,55901
ZCTA5 55902,25050,,,8685,507,596,49379,55902
ZCTA5 55904,27028,,,9990,930,423,31599,55904
ZCTA5 55906,18745,,,6960,628,488,40744,55906
ZCTA5 55909,1525,,,649,42,29,31699,55909
ZCTA5 55910,1312,,,584,7,68,35993,55910
ZCTA5 55912,28804,,,10464,235,330,30705,55912
ZCTA5 55917,3742,,,1590,25,80,33784,55917
ZCTA5 55918,845,,,333,0,4,31367,55918
ZCTA5 55919,1028,,,435,2,24,35524,55919
ZCTA5 55920,7807,,,3461,66,171,45661,55920
ZCTA5 55921,4682,,,2116,0,187,31993,55921
ZCTA5 55922,1028,,,241,13,68,32500,55922
ZCTA5 55923,4533,,,2006,84,108,41146,55923
ZCTA5 55924,1388,,,524,5,63,30659,55924
ZCTA5 55925,1126,,,552,0,38,33889,55925
ZCTA5 55926,833,,,274,6,48,32875,55926
ZCTA5 55927,4296,,,1744,13,167,33165,55927
ZCTA5 55929,1295,,,606,11,34,41458,55929
ZCTA5 55931,340,,,144,0,12,30469,55931
ZCTA5 55932,2081,,,905,17,59,40737,55932
ZCTA5 55933,234,,,86,7,7,33438,55933
ZCTA5 55934,3080,,,1383,48,104,41132,55934
ZCTA5 55935,846,,,357,9,37,35292,55935
ZCTA5 55936,1770,,,704,21,62,33370,55936
ZCTA5 55939,1984,,,592,9,109,28384,55939
ZCTA5 55940,2795,,,1165,31,120,34702,55940
ZCTA5 55941,984,,,449,0,34,33828,55941
ZCTA5 55943,3010,,,1172,5,117,33457,55943
ZCTA5 55944,7315,,,3259,91,233,40617,55944
ZCTA5 55945,1208,,,531,2,34,34175,55945
ZCTA5 55946,3403,,,1413,3,123,32394,55946
ZCTA5 55947,7496,,,3479,13,227,36745,55947
ZCTA5 55949,1727,,,569,8,82,34875,55949
ZCTA5 55950,152,,,53,0,0,15882,55950
ZCTA5 55951,1595,,,496,16,32,33140,55951
ZCTA5 55952,2580,,,1116,33,94,33833,55952
ZCTA5 55953,822,,,296,0,4,28819,55953
ZCTA5 55954,1371,,,513,4,62,27138,55954
ZCTA5 55955,2606,,,1314,13,70,46025,55955
ZCTA5 55956,2047,,,944,1,87,38942,55956
ZCTA5 55957,704,,,288,0,44,30833,55957
ZCTA5 55959,2473,,,1067,0,51,28475,55959
ZCTA5 55960,3185,,,1336,27,111,48125,55960
ZCTA5 55961,407,,,158,3,11,32130,55961
ZCTA5 55962,752,,,270,2,66,26010,55962
ZCTA5 55963,5241,,,2294,27,130,39590,55963
ZCTA5 55964,4406,,,1762,98,152,37000,55964
ZCTA5 55965,2541,,,962,46,87,34605,55965
ZCTA5 55967,1147,,,498,10,41,41308,55967
ZCTA5 55968,88,,,30,4,8,29167,55968
ZCTA5 55969,1017,,,456,2,17,32200,55969
ZCTA5 55970,994,,,346,9,31,26607,55970
ZCTA5 55971,2937,,,1099,2,84,30391,55971
ZCTA5 55972,5296,,,2030,58,162,38362,55972
ZCTA5 55973,261,,,116,0,19,36667,55973
ZCTA5 55974,2031,,,693,5,91,25993,55974
ZCTA5 55975,4184,,,1569,64,144,32656,55975
ZCTA5 55976,7900,,,3180,19,176,38011,55976
ZCTA5 55977,203,,,72,0,11,31875,55977
ZCTA5 55979,1185,,,379,9,77,38068,55979
ZCTA5 55981,4042,,,1501,46,112,30478,55981
ZCTA5 55982,459,,,218,0,15,36985,55982
ZCTA5 55983,1662,,,673,30,48,35600,55983
ZCTA5 55985,1909,,,767,5,86,33000,55985
ZCTA5 55987,34929,,,14861,446,778,28122,55987
ZCTA5 55990,977,,,368,4,28,32037,55990
ZCTA5 55991,1383,,,504,12,72,39722,55991
ZCTA5 55992,4911,,,2010,15,173,39341,55992
ZCTA5 56001,48214,,,21547,470,1308,27669,56001
ZCTA5 56003,14603,,,6937,57,225,35700,56003
ZCTA5 56007,21165,,,8207,94,224,27144,56007
ZCTA5 56009,1345,,,607,2,34,31926,56009
ZCTA5 56010,1268,,,436,0,53,36103,56010
ZCTA5 56011,9311,,,4209,98,305,36933,56011
ZCTA5 56013,4277,,,1715,1,108,30518,56013
ZCTA5 56014,688,,,229,1,45,28077,56014
ZCTA5 56016,933,,,385,0,7,31771,56016
ZCTA5 56017,1639,,,809,4,32,36420,56017
ZCTA5 56019,828,,,320,0,26,31389,56019
ZCTA5 56020,88,,,47,0,1,31250,56020
ZCTA5 56021,1058,,,517,0,29,37177,56021
ZCTA5 56023,560,,,231,0,8,27438,56023
ZCTA5 56024,3283,,,1642,2,115,35955,56024
ZCTA5 56025,442,,,187,0,21,32841,56025
ZCTA5 56026,2054,,,913,0,74,37139,56026
ZCTA5 56027,719,,,273,2,33,28750,56027
ZCTA5 56028,1267,,,486,0,48,35816,56028
ZCTA5 56029,759,,,292,1,17,30398,56029
ZCTA5 56031,11846,,,4498,33,382,31514,56031
ZCTA5 56032,269,,,121,0,0,23906,56032
ZCTA5 56033,386,,,155,0,28,24531,56033
ZCTA5 56034,446,,,215,0,14,31607,56034
ZCTA5 56035,354,,,137,0,2,30114,56035
ZCTA5 56036,1879,,,863,0,52,27826,56036
ZCTA5 56037,1594,,,658,0,56,34470,56037
ZCTA5 56039,970,,,419,2,31,33833,56039
ZCTA5 56041,1101,,,446,0,70,35208,56041
ZCTA5 56042,671,,,270,0,39,35714,56042
ZCTA5 56043,468,,,198,0,10,31667,56043
ZCTA5 56044,2178,,,958,5,120,38663,56044
ZCTA5 56045,984,,,387,0,23,31875,56045
ZCTA5 56046,91,,,41,0,0,26591,56046
ZCTA5 56047,127,,,62,2,5,36875,56047
ZCTA5 56048,4180,,,1832,23,120,35062,56048
ZCTA5 56050,1452,,,728,2,35,35402,56050
ZCTA5 56051,660,,,299,0,21,28438,56051
ZCTA5 56052,724,,,315,0,37,33580,56052
ZCTA5 56054,950,,,480,0,57,39306,56054
ZCTA5 56055,3974,,,1811,0,119,36172,56055
ZCTA5 56056,84,,,43,0,3,36875,56056
ZCTA5 56057,3958,,,1628,6,83,32934,56057
ZCTA5 56058,5729,,,2302,0,91,31056,56058
ZCTA5 56060,418,,,195,0,3,30074,56060
ZCTA5 56062,3547,,,1346,18,125,30826,56062
ZCTA5 56063,2800,,,1408,8,69,38600,56063
ZCTA5 56065,2748,,,1076,0,80,32026,56065
ZCTA5 56068,984,,,481,0,36,32557,56068
ZCTA5 56069,4625,,,2104,9,132,35960,56069
ZCTA5 56071,12742,,,5935,21,330,38629,56071
ZCTA5 56072,2162,,,845,7,66,30753,56072
ZCTA5 56073,16572,,,7479,37,608,32038,56073
ZCTA5 56074,2027,,,862,5,83,36397,56074
ZCTA5 56075,136,,,68,0,4,33958,56075
ZCTA5 56078,487,,,225,0,16,35917,56078
ZCTA5 56080,764,,,385,0,3,36250,56080
ZCTA5 56081,5835,,,2235,8,184,31153,56081
ZCTA5 56082,14502,,,5115,26,1480,30248,56082
ZCTA5 56083,831,,,331,6,78,31319,56083
ZCTA5 56085,5273,,,2143,0,245,30299,56085
ZCTA5 56087,2988,,,1123,7,110,30227,56087
ZCTA5 56088,1772,,,722,0,61,25896,56088
ZCTA5 56089,148,,,60,0,0,27917,56089
ZCTA5 56090,708,,,260,0,39,37232,56090
ZCTA5 56091,343,,,130,0,14,29643,56091
ZCTA5 56093,12329,,,4789,19,271,30752,56093
ZCTA5 56096,3160,,,1285,2,74,33133,56096
ZCTA5 56097,3720,,,1423,3,202,28547,56097
ZCTA5 56098,2017,,,867,3,71,32354,56098
ZCTA5 56101,5886,,,2316,34,117,28791,56101
ZCTA5 56110,1796,,,738,0,74,30000,56110
ZCTA5 56111,378,,,176,0,12,40250,56111
ZCTA5 56113,245,,,70,0,19,44643,56113
ZCTA5 56114,283,,,137,1,8,37500,56114
ZCTA5 56115,1446,,,572,0,74,33182,56115
ZCTA5 56116,767,,,359,0,33,34700,56116
ZCTA5 56117,400,,,149,0,13,30192,56117
ZCTA5 56118,471,,,193,0,22,32500,56118
ZCTA5 56119,958,,,416,22,38,32632,56119
ZCTA5 56120,954,,,329,2,33,26750,56120
ZCTA5 56121,604,,,228,0,26,34464,56121
ZCTA5 56122,628,,,205,0,28,22760,56122
ZCTA5 56123,468,,,164,1,32,31250,56123
ZCTA5 56125,61,,,31,0,0,29375,56125
ZCTA5 56127,426,,,141,0,25,22813,56127
ZCTA5 56128,2057,,,701,0,91,28210,56128
ZCTA5 56129,741,,,297,0,18,31793,56129
ZCTA5 56131,2281,,,874,5,50,30253,56131
ZCTA5 56132,439,,,186,0,21,32700,56132
ZCTA5 56134,480,,,240,5,16,30446,56134
ZCTA5 56136,1064,,,391,2,47,26090,56136
ZCTA5 56137,1141,,,476,0,32,36434,56137
ZCTA5 56138,868,,,372,0,18,33125,56138
ZCTA5 56139,451,,,177,0,8,33359,56139
ZCTA5 56140,46,,,18,0,0,25000,56140
ZCTA5 56141,325,,,128,0,13,32969,56141
ZCTA5 56142,949,,,314,0,43,29200,56142
ZCTA5 56143,4199,,,1760,3,129,32733,56143
ZCTA5 56144,1107,,,317,0,41,30139,56144
ZCTA5 56145,535,,,233,0,8,22381,56145
ZCTA5 56146,81,,,38,0,16,20833,56146
ZCTA5 56147,195,,,97,0,3,32083,56147
ZCTA5 56149,1128,,,443,0,26,29904,56149
ZCTA5 56150,2680,,,1126,2,109,32461,56150
ZCTA5 56151,780,,,333,5,43,34150,56151
ZCTA5 56152,1400,,,451,0,77,28568,56152
ZCTA5 56153,219,,,100,0,3,26500,56153
ZCTA5 56155,393,,,141,0,13,27604,56155
ZCTA5 56156,5809,,,2246,13,183,33350,56156
ZCTA5 56157,845,,,401,0,30,29485,56157
ZCTA5 56158,437,,,170,0,24,25833,56158
ZCTA5 56159,2819,,,925,0,72,28040,56159
ZCTA5 56160,212,,,85,0,11,32500,56160
ZCTA5 56161,359,,,110,0,6,33125,56161
ZCTA5 56162,223,,,96,0,9,37321,56162
ZCTA5 56164,5325,,,1885,30,105,29205,56164
ZCTA5 56165,424,,,136,4,31,29464,56165
ZCTA5 56166,207,,,69,4,13,23125,56166
ZCTA5 56167,762,,,272,0,42,28802,56167
ZCTA5 56168,871,,,334,0,37,29420,56168
ZCTA5 56169,656,,,303,0,23,35859,56169
ZCTA5 56170,633,,,267,0,19,30852,56170
ZCTA5 56171,1792,,,795,11,59,34474,56171
ZCTA5 56172,3008,,,1169,2,80,32515,56172
ZCTA5 56173,357,,,137,0,12,24444,56173
ZCTA5 56174,345,,,125,0,6,22813,56174
ZCTA5 56175,3036,,,1142,15,66,28000,56175
ZCTA5 56176,1074,,,436,4,48,30573,56176
ZCTA5 56178,1911,,,639,2,75,31151,56178
ZCTA5 56180,1206,,,360,0,80,26833,56180
ZCTA5 56181,1110,,,408,0,47,31415,56181
ZCTA5 56183,1255,,,444,0,34,26625,56183
ZCTA5 56185,619,,,236,0,10,30508,56185
ZCTA5 56186,357,,,143,1,17,27375,56186
ZCTA5 56187,14589,,,4649,3,191,28841,56187
ZCTA5 56201,23192,,,9190,174,326,28469,56201
ZCTA5 56207,282,,,147,0,9,29375,56207
ZCTA5 56208,2062,,,650,3,73,26319,56208
ZCTA5 56209,2168,,,922,21,66,32668,56209
ZCTA5 56211,402,,,147,0,36,28500,56211
ZCTA5 56212,452,,,204,0,13,28239,56212
ZCTA5 56214,703,,,290,0,31,25000,56214
ZCTA5 56215,4338,,,1838,8,94,30000,56215
ZCTA5 56216,689,,,379,2,36,37148,56216
ZCTA5 56218,483,,,205,0,32,29509,56218
ZCTA5 56219,1011,,,319,5,55,30231,56219
ZCTA5 56220,2710,,,880,14,121,28563,56220
ZCTA5 56221,704,,,237,0,25,28438,56221
ZCTA5 56222,2046,,,743,0,77,32500,56222
ZCTA5 56223,1432,,,547,0,46,30068,56223
ZCTA5 56224,285,,,112,0,10,35000,56224
ZCTA5 56225,740,,,262,0,14,31458,56225
ZCTA5 56226,218,,,94,0,3,35809,56226
ZCTA5 56227,178,,,60,0,29,32143,56227
ZCTA5 56228,1003,,,409,0,31,26587,56228
ZCTA5 56229,1850,,,753,1,64,35648,56229
ZCTA5 56230,820,,,402,0,17,31042,56230
ZCTA5 56231,379,,,129,1,14,32273,56231
ZCTA5 56232,2500,,,877,7,118,26338,56232
ZCTA5 56235,518,,,239,0,15,30875,56235
ZCTA5 56236,345,,,129,0,26,36667,56236
ZCTA5 56237,496,,,192,0,12,27155,56237
ZCTA5 56239,622,,,251,0,41,34620,56239
ZCTA5 56240,1065,,,346,2,64,32283,56240
ZCTA5 56241,3856,,,1453,19,64,29415,56241
ZCTA5 56243,1685,,,615,0,68,30640,56243
ZCTA5 56244,1538,,,551,0,53,31975,56244
ZCTA5 56245,630,,,269,0,20,31917,56245
ZCTA5 56248,804,,,340,0,35,29398,56248
ZCTA5 56249,283,,,117,0,25,36111,56249
ZCTA5 56251,902,,,413,3,17,32100,56251
ZCTA5 56252,1200,,,488,0,39,35972,56252
ZCTA5 56253,1181,,,514,0,34,30493,56253
ZCTA5 56255,377,,,157,0,28,34286,56255
ZCTA5 56256,2386,,,826,2,110,27766,56256
ZCTA5 56257,490,,,147,0,25,21976,56257
ZCTA5 56258,15503,,,6425,63,382,30541,56258
ZCTA5 56260,900,,,377,0,48,27917,56260
ZCTA5 56262,708,,,192,0,18,29375,56262
ZCTA5 56263,519,,,218,0,41,35833,56263
ZCTA5 56264,2187,,,902,0,120,32055,56264
ZCTA5 56265,7322,,,3025,63,275,35000,56265
ZCTA5 56266,1476,,,589,9,126,30025,56266
ZCTA5 56267,6913,,,2776,75,201,32638,56267
ZCTA5 56270,1085,,,415,0,36,30385,56270
ZCTA5 56271,1167,,,484,0,40,32464,56271
ZCTA5 56273,4772,,,2069,8,212,30170,56273
ZCTA5 56274,137,,,52,0,7,24000,56274
ZCTA5 56276,216,,,72,0,6,26500,56276
ZCTA5 56277,3148,,,1259,1,115,31659,56277
ZCTA5 56278,2642,,,1057,8,96,30094,56278
ZCTA5 56279,1350,,,632,0,54,31186,56279
ZCTA5 56280,472,,,226,0,70,30050,56280
ZCTA5 56281,644,,,235,0,11,30078,56281
ZCTA5 56282,1641,,,636,0,59,35523,56282
ZCTA5 56283,6291,,,2406,27,232,29119,56283
ZCTA5 56284,2205,,,823,2,89,30382,56284
ZCTA5 56285,1128,,,443,2,43,35982,56285
ZCTA5 56287,78,,,37,0,0,32750,56287
ZCTA5 56288,4850,,,2264,20,105,36935,56288
ZCTA5 56289,705,,,299,0,20,35216,56289
ZCTA5 56291,411,,,174,0,32,33068,56291
ZCTA5 56292,600,,,238,0,41,28125,56292
ZCTA5 56293,1287,,,453,2,55,26845,56293
ZCTA5 56294,76,,,21,0,2,20000,56294
ZCTA5 56295,291,,,119,0,13,33409,56295
ZCTA5 56296,1948,,,703,3,43,32546,56296
ZCTA5 56297,940,,,338,2,86,30898,56297
ZCTA5 56301,35051,,,14861,424,861,29896,56301
ZCTA5 56303,24674,,,10633,159,426,30416,56303
ZCTA5 56304,16641,,,6721,262,175,28092,56304
ZCTA5 56307,5515,,,2261,0,181,31147,56307
ZCTA5 56308,25080,,,10899,74,856,35566,56308
ZCTA5 56309,1292,,,466,3,72,31122,56309
ZCTA5 56310,5425,,,2645,2,172,36352,56310
ZCTA5 56311,757,,,279,0,30,25625,56311
ZCTA5 56312,2622,,,976,0,128,31098,56312
ZCTA5 56313,92,,,18,0,0,21750,56313
ZCTA5 56314,1094,,,442,0,55,36394,56314
ZCTA5 56315,1663,,,686,0,51,34189,56315
ZCTA5 56316,1466,,,579,0,58,25234,56316
ZCTA5 56318,1089,,,415,0,57,35677,56318
ZCTA5 56319,1299,,,609,0,72,39231,56319
ZCTA5 56320,8306,,,3631,0,129,37006,56320
ZCTA5 56321,1512,,,137,109,98,7024,56321
ZCTA5 56323,539,,,255,0,5,30192,56323
ZCTA5 56324,1170,,,439,0,36,29032,56324
ZCTA5 56325,197,,,81,0,4,20417,56325
ZCTA5 56326,1492,,,630,0,98,30744,56326
ZCTA5 56327,800,,,283,0,62,34732,56327
ZCTA5 56328,169,,,79,0,5,26731,56328
ZCTA5 56329,7524,,,2974,6,225,34190,56329
ZCTA5 56330,1723,,,722,0,44,35523,56330
ZCTA5 56331,2221,,,903,0,149,34375,56331
ZCTA5 56332,1546,,,660,1,78,33289,56332
ZCTA5 56334,5556,,,2339,19,137,33392,56334
ZCTA5 56335,268,,,141,0,5,33250,56335
ZCTA5 56336,1474,,,528,0,100,29477,56336
ZCTA5 56338,1627,,,620,1,43,32076,56338
ZCTA5 56339,1094,,,377,0,44,31359,56339
ZCTA5 56340,2315,,,1128,0,97,33989,56340
ZCTA5 56342,2661,,,809,7,54,24551,56342
ZCTA5 56343,957,,,391,0,36,30929,56343
ZCTA5 56345,14557,,,5658,62,308,27968,56345
ZCTA5 56347,7165,,,2431,6,172,26949,56347
ZCTA5 56349,849,,,386,0,32,35769,56349
ZCTA5 56350,499,,,185,0,10,28929,56350
ZCTA5 56352,6020,,,2496,4,280,31114,56352
ZCTA5 56353,9313,,,3343,13,300,30290,56353
ZCTA5 56354,1387,,,587,4,41,31082,56354
ZCTA5 56355,555,,,252,1,10,30586,56355
ZCTA5 56356,282,,,119,0,11,27174,56356
ZCTA5 56357,1080,,,411,0,34,36316,56357
ZCTA5 56358,3326,,,1242,3,122,28801,56358
ZCTA5 56359,3563,,,992,3,59,23632,56359
ZCTA5 56360,3729,,,1333,0,154,28821,56360
ZCTA5 56361,2292,,,861,5,96,29651,56361
ZCTA5 56362,5840,,,2505,1,251,30959,56362
ZCTA5 56363,180,,,59,0,14,25556,56363
ZCTA5 56364,5622,,,2096,4,229,30839,56364
ZCTA5 56367,6614,,,2978,1,201,35679,56367
ZCTA5 56368,4578,,,2023,10,143,31250,56368
ZCTA5 56369,667,,,200,0,0,36250,56369
ZCTA5 56371,105,,,46,0,4,31786,56371
ZCTA5 56373,3155,,,1316,0,115,32041,56373
ZCTA5 56374,10622,,,4172,233,503,30828,56374
ZCTA5 56375,916,,,432,0,44,36397,56375
ZCTA5 56376,343,,,168,0,4,33889,56376
ZCTA5 56377,18743,,,8719,80,546,42169,56377
ZCTA5 56378,7896,,,2979,33,313,30030,56378
ZCTA5 56379,17017,,,7421,98,301,32755,56379
ZCTA5 56381,2441,,,988,0,62,32220,56381
ZCTA5 56382,1442,,,617,0,64,30169,56382
ZCTA5 56384,417,,,140,0,11,22452,56384
ZCTA5 56385,786,,,336,0,23,28750,56385
ZCTA5 56386,622,,,194,8,12,21728,56386
ZCTA5 56387,7316,,,2961,0,161,25776,56387
ZCTA5 56389,115,,,54,0,6,38438,56389
ZCTA5 56401,29575,,,12074,37,751,29230,56401
ZCTA5 56425,8192,,,3443,11,166,32263,56425
ZCTA5 56431,8834,,,2858,18,170,25904,56431
ZCTA5 56433,1653,,,570,5,67,25724,56433
ZCTA5 56434,342,,,74,0,13,27917,56434
ZCTA5 56435,2499,,,814,0,108,26029,56435
ZCTA5 56436,39,,,20,0,0,18750,56436
ZCTA5 56437,1458,,,432,0,37,26765,56437
ZCTA5 56438,2922,,,1031,1,113,27401,56438
ZCTA5 56440,1482,,,389,0,57,22188,56440
ZCTA5 56441,3848,,,1178,1,38,24852,56441
ZCTA5 56442,2261,,,713,0,98,32061,56442
ZCTA5 56443,1340,,,461,4,27,29911,56443
ZCTA5 56444,3094,,,1115,6,64,30504,56444
ZCTA5 56446,1406,,,490,13,32,24492,56446
ZCTA5 56447,914,,,318,0,21,24554,56447
ZCTA5 56448,285,,,80,0,10,24375,56448
ZCTA5 56449,1789,,,766,12,24,34292,56449
ZCTA5 56450,933,,,315,0,9,26207,56450
ZCTA5 56452,1845,,,478,6,67,29385,56452
ZCTA5 56453,905,,,341,0,33,26200,56453
ZCTA5 56455,1970,,,647,4,47,26526,56455
ZCTA5 56456,52,,,21,0,0,22708,56456
ZCTA5 56458,359,,,121,0,13,30208,56458
ZCTA5 56461,3346,,,1266,5,117,31110,56461
ZCTA5 56464,4603,,,1523,0,200,26487,56464
ZCTA5 56465,1976,,,664,9,55,30659,56465
ZCTA5 56466,2990,,,1124,3,65,25147,56466
ZCTA5 56467,2561,,,839,0,91,29326,56467
ZCTA5 56468,4483,,,1773,0,222,32455,56468
ZCTA5 56469,1091,,,308,0,22,28632,56469
ZCTA5 56470,10592,,,3641,49,310,27930,56470
ZCTA5 56472,7854,,,3082,2,303,28568,56472
ZCTA5 56473,3488,,,1449,4,94,31644,56473
ZCTA5 56474,4080,,,1351,12,176,24275,56474
ZCTA5 56475,1687,,,623,4,59,27629,56475
ZCTA5 56477,2790,,,1023,5,92,25729,56477
ZCTA5 56479,5146,,,1843,10,74,27067,56479
ZCTA5 56481,1945,,,730,0,57,26883,56481
ZCTA5 56482,6825,,,2169,21,176,26601,56482
ZCTA5 56484,3500,,,1022,40,129,26567,56484
ZCTA5 56501,17313,,,6921,62,644,31374,56501
ZCTA5 56510,2330,,,820,10,60,29808,56510
ZCTA5 56511,1907,,,781,0,107,34231,56511
ZCTA5 56514,3674,,,1487,0,140,39858,56514
ZCTA5 56515,3007,,,900,12,114,29566,56515
ZCTA5 56516,273,,,92,0,4,27813,56516
ZCTA5 56517,244,,,87,0,19,35156,56517
ZCTA5 56518,398,,,148,0,7,29167,56518
ZCTA5 56519,232,,,70,0,16,32614,56519
ZCTA5 56520,3828,,,1569,23,71,31077,56520
ZCTA5 56521,745,,,270,0,43,27024,56521
ZCTA5 56522,455,,,181,0,35,30781,56522
ZCTA5 56523,534,,,208,0,8,34671,56523
ZCTA5 56524,610,,,187,0,43,23935,56524
ZCTA5 56525,100,,,39,0,0,42292,56525
ZCTA5 56527,858,,,249,0,19,25114,56527
ZCTA5 56528,1681,,,604,0,42,29188,56528
ZCTA5 56529,4370,,,1952,1,56,37682,56529
ZCTA5 56531,1967,,,776,3,73,31806,56531
ZCTA5 56533,315,,,164,2,2,39250,56533
ZCTA5 56534,1246,,,534,0,24,30652,56534
ZCTA5 56535,1235,,,441,0,16,25649,56535
ZCTA5 56536,388,,,152,0,27,34886,56536
ZCTA5 56537,18894,,,7387,232,519,32051,56537
ZCTA5 56540,2150,,,776,0,50,27772,56540
ZCTA5 56541,37,,,8,0,5,36875,56541
ZCTA5 56542,2839,,,1066,11,46,27689,56542
ZCTA5 56543,225,,,84,0,15,38250,56543
ZCTA5 56544,5531,,,2054,0,196,30609,56544
ZCTA5 56545,657,,,319,0,15,32372,56545
ZCTA5 56546,258,,,94,0,10,36875,56546
ZCTA5 56547,2738,,,1162,0,113,39458,56547
ZCTA5 56548,791,,,263,7,44,26585,56548
ZCTA5 56549,4824,,,2052,0,233,41607,56549
ZCTA5 56550,458,,,182,0,24,26860,56550
ZCTA5 56551,2033,,,610,1,65,24730,56551
ZCTA5 56552,451,,,157,0,16,33365,56552
ZCTA5 56553,200,,,77,0,11,37344,56553
ZCTA5 56554,2759,,,1092,4,103,33546,56554
ZCTA5 56556,1096,,,372,3,20,27026,56556
ZCTA5 56557,2835,,,864,10,94,25805,56557
ZCTA5 56560,43862,,,18986,295,1546,32847,56560
ZCTA5 56565,34,,,10,0,0,31250,56565
ZCTA5 56566,528,,,103,12,9,20096,56566
ZCTA5 56567,3341,,,1317,1,78,29308,56567
ZCTA5 56568,188,,,46,0,10,11597,56568
ZCTA5 56569,1303,,,408,2,78,26705,56569
ZCTA5 56570,1165,,,389,0,21,29318,56570
ZCTA5 56571,1827,,,620,0,45,29044,56571
ZCTA5 56572,5309,,,1811,25,122,29798,56572
ZCTA5 56573,6210,,,2688,29,137,35376,56573
ZCTA5 56574,184,,,79,0,3,32500,56574
ZCTA5 56575,801,,,166,3,24,19846,56575
ZCTA5 56576,829,,,250,0,21,27361,56576
ZCTA5 56578,705,,,254,0,16,34938,56578
ZCTA5 56579,1184,,,446,0,53,30903,56579
ZCTA5 56580,1379,,,621,2,56,36429,56580
ZCTA5 56581,219,,,83,0,10,31071,56581
ZCTA5 56583,112,,,48,0,8,34583,56583
ZCTA5 56584,1356,,,458,0,48,29507,56584
ZCTA5 56585,1090,,,324,0,55,32014,56585
ZCTA5 56586,1927,,,630,0,46,32744,56586
ZCTA5 56587,1246,,,516,0,21,28306,56587
ZCTA5 56588,502,,,136,0,28,31169,56588
ZCTA5 56589,2161,,,642,5,72,25028,56589
ZCTA5 56590,308,,,136,0,6,29167,56590
ZCTA5 56591,190,,,50,0,3,20714,56591
ZCTA5 56592,496,,,167,0,18,32448,56592
ZCTA5 56594,486,,,187,0,40,38203,56594
ZCTA5 56601,34281,,,12662,146,1147,29634,56601
ZCTA5 56621,4871,,,1552,18,112,23951,56621
ZCTA5 56623,2635,,,883,8,150,26223,56623
ZCTA5 56626,285,,,56,7,0,17237,56626
ZCTA5 56627,273,,,92,0,4,21250,56627
ZCTA5 56628,1674,,,370,4,24,26294,56628
ZCTA5 56629,195,,,101,0,0,38958,56629
ZCTA5 56630,2216,,,674,0,31,24375,56630
ZCTA5 56633,4490,,,1244,23,53,23409,56633
ZCTA5 56634,1423,,,476,0,38,28708,56634
ZCTA5 56636,4979,,,1584,52,106,24875,56636
ZCTA5 56637,178,,,72,0,0,25625,56637
ZCTA5 56639,436,,,111,0,15,23977,56639
ZCTA5 56641,322,,,78,10,9,25167,56641
ZCTA5 56644,842,,,244,3,29,23523,56644
ZCTA5 56646,518,,,145,2,5,30156,56646
ZCTA5 56647,848,,,299,0,15,23300,56647
ZCTA5 56649,9210,,,2882,38,183,28705,56649
ZCTA5 56650,739,,,191,9,35,22069,56650
ZCTA5 56651,630,,,226,0,7,26667,56651
ZCTA5 56652,604,,,187,0,30,28795,56652
ZCTA5 56653,1275,,,425,0,35,26406,56653
ZCTA5 56654,140,,,65,0,0,29219,56654
ZCTA5 56655,1612,,,375,0,31,26108,56655
ZCTA5 56657,328,,,53,0,13,23500,56657
ZCTA5 56659,88,,,23,0,0,25833,56659
ZCTA5 56660,335,,,124,0,3,23542,56660
ZCTA5 56661,865,,,239,3,43,21800,56661
ZCTA5 56662,483,,,101,0,25,25708,56662
ZCTA5 56663,161,,,49,0,0,21927,56663
ZCTA5 56666,1080,,,150,48,27,18040,56666
ZCTA5 56667,581,,,208,0,19,34615,56667
ZCTA5 56668,151,,,25,0,4,28333,56668
ZCTA5 56669,341,,,111,0,25,14421,56669
ZCTA5 56670,1471,,,247,66,35,16646,56670
ZCTA5 56671,3294,,,699,87,59,19574,56671
ZCTA5 56672,2003,,,487,3,75,25557,56672
ZCTA5 56673,719,,,304,0,27,30809,56673
ZCTA5 56676,1564,,,578,4,34,28306,56676
ZCTA5 56678,1201,,,553,1,22,29268,56678
